Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Analyst,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Ivy Technology LLC,"Louisville, KY",-1,-1,-1,-1,-1,-1,-1,-1
Scientist – HPLC and LCMS,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Visikol Inc.,"Hampton, NJ",-1,-1,-1,-1,-1,-1,-1,-1
Associate Scientist,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Healthcare Staffing Solutions,"Devens, MA",-1,-1,-1,-1,-1,-1,-1,-1
"Data Scientist, Analytics",$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,C2FO Limited,"Kansas City, KS",-1,-1,-1,-1,-1,-1,-1,-1
SENIOR DATA SCIENTIST,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Giving Assistant,Remote,-1,-1,-1,-1,-1,-1,-1,-1
"Data Analyst, Junior",$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,BAE Systems,"McLean, VA",-1,-1,-1,-1,-1,-1,-1,-1
Data Scientist,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,"Cigent Technology, Inc.","Fort Myers, FL",-1,-1,-1,-1,-1,-1,-1,-1
Senior Data Engineer,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,CareJourney,"Arlington, VA",-1,-1,-1,-1,-1,-1,-1,-1
Scientific Programming and Machine Learning Engineer,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Leidos,"Eglin AFB, FL",-1,-1,-1,-1,-1,-1,-1,-1
Data Analyst- Onboarding,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Southeast Louisiana AHEC,"New Orleans, LA",-1,-1,-1,-1,-1,-1,-1,-1
Associate Scientist - Bioanalysis,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Absorption Systems,"Exton, PA",-1,-1,-1,-1,-1,-1,-1,-1
Data Analyst,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,BAE Systems,"Annapolis Junction, MD",-1,-1,-1,-1,-1,-1,-1,-1
Production Data Analyst,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,CSAT Solutions,"Houston, TX",-1,-1,-1,-1,-1,-1,-1,-1
Data Scientist,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,MetLife Legal Plans,Remote,-1,-1,-1,-1,-1,-1,-1,-1
Data Engineer,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Maddox Industrial Transformer,"Moscow, ID",-1,-1,-1,-1,-1,-1,-1,-1
Senior Data Analyst,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Reliant Funding,"San Diego, CA",-1,-1,-1,-1,-1,-1,-1,-1
Senior Battery Scientist/Engineer,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,BrightVolt,"Newberry, IN",-1,-1,-1,-1,-1,-1,-1,-1
"AI Data Scientist, Mid",$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Booz Allen Hamilton,"Aberdeen Proving Ground, MD",-1,-1,-1,-1,-1,-1,-1,-1
"MARKET DATA ANALYST, MEMBER EXPERIENCE SUPPORT - CLT/ATL",$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Compass Group USA,"Charlotte, NC",-1,-1,-1,-1,-1,-1,-1,-1
Enterprise Data Analyst - Future,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,BTAS,"Arlington, VA",-1,-1,-1,-1,-1,-1,-1,-1
Commercial Sales Analytics Manager (Remote),$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,"Johnson Controls, Inc.","Milwaukee, WI",-1,-1,-1,-1,-1,-1,-1,-1
Scientist,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Neurophth Therapeutics,United States,-1,-1,-1,-1,-1,-1,-1,-1
"Sr. Scientist, Bioreactor Process Design",$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Just - Evotec Biologics,"Redmond, WA",-1,-1,-1,-1,-1,-1,-1,-1
Senior Marketing Analytics Manager,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Chewy,"Boston, MA",-1,-1,-1,-1,-1,-1,-1,-1
"Research Scientist, Defense",$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,ExOne,"Huntingdon, PA",-1,-1,-1,-1,-1,-1,-1,-1
"Research Associate Scientist, Cell Line and Upstream Process Development",$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Dynamicure Biotechnology LLC,"Waltham, MA",-1,-1,-1,-1,-1,-1,-1,-1
Translational Research Lab-based Scientist,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Novartis,"Cambridge, MA",-1,-1,-1,-1,-1,-1,-1,-1
"Manager, Clinical Laboratory Scientist",$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,SHK,"San Jose, CA",-1,-1,-1,-1,-1,-1,-1,-1
Big Data Engineer Co-Op,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Carpenter Technology,"Philadelphia, PA",-1,-1,-1,-1,-1,-1,-1,-1
GBSD Principal Data Scientist,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Northrop Grumman,"Roy, UT",-1,-1,-1,-1,-1,-1,-1,-1
Data Analyst,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Ivy Technology LLC,"Louisville, KY",-1,-1,-1,-1,-1,-1,-1,-1
Scientist – HPLC and LCMS,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Visikol Inc.,"Hampton, NJ",-1,-1,-1,-1,-1,-1,-1,-1
Associate Scientist,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Healthcare Staffing Solutions,"Devens, MA",-1,-1,-1,-1,-1,-1,-1,-1
"Data Scientist, Analytics",$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,C2FO Limited,"Kansas City, KS",-1,-1,-1,-1,-1,-1,-1,-1
SENIOR DATA SCIENTIST,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Giving Assistant,Remote,-1,-1,-1,-1,-1,-1,-1,-1
"Data Analyst, Junior",$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,BAE Systems,"McLean, VA",-1,-1,-1,-1,-1,-1,-1,-1
Data Scientist,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,"Cigent Technology, Inc.","Fort Myers, FL",-1,-1,-1,-1,-1,-1,-1,-1
Senior Data Engineer,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,CareJourney,"Arlington, VA",-1,-1,-1,-1,-1,-1,-1,-1
Scientific Programming and Machine Learning Engineer,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Leidos,"Eglin AFB, FL",-1,-1,-1,-1,-1,-1,-1,-1
Data Analyst- Onboarding,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Southeast Louisiana AHEC,"New Orleans, LA",-1,-1,-1,-1,-1,-1,-1,-1
Associate Scientist - Bioanalysis,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Absorption Systems,"Exton, PA",-1,-1,-1,-1,-1,-1,-1,-1
Data Analyst,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,BAE Systems,"Annapolis Junction, MD",-1,-1,-1,-1,-1,-1,-1,-1
Production Data Analyst,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,CSAT Solutions,"Houston, TX",-1,-1,-1,-1,-1,-1,-1,-1
Data Scientist,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,MetLife Legal Plans,Remote,-1,-1,-1,-1,-1,-1,-1,-1
Data Engineer,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Maddox Industrial Transformer,"Moscow, ID",-1,-1,-1,-1,-1,-1,-1,-1
Senior Data Analyst,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Reliant Funding,"San Diego, CA",-1,-1,-1,-1,-1,-1,-1,-1
Senior Battery Scientist/Engineer,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,BrightVolt,"Newberry, IN",-1,-1,-1,-1,-1,-1,-1,-1
"AI Data Scientist, Mid",$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Booz Allen Hamilton,"Aberdeen Proving Ground, MD",-1,-1,-1,-1,-1,-1,-1,-1
"MARKET DATA ANALYST, MEMBER EXPERIENCE SUPPORT - CLT/ATL",$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Compass Group USA,"Charlotte, NC",-1,-1,-1,-1,-1,-1,-1,-1
